,Nome,Empreendedor,CPF_CNPJ,UF,Município,Latitude,Longitude,Posicionamento,Categoria de Risco - CRI,Dano Potencial Associado - DPA,Necessita de PAEBM,Inserido na PNSB,Nível de Emergência,Status da DCE Atual,Status da DCO Atual,Tipo de Barragem de Mineração,A Barragem de Mineração possui outra estrutura de mineração interna selante de reservatório,Quantidade Diques Internos,Quantidade Diques Selantes,Cluster,Altura Máxima do projeto da Back Up Dam (m),Vida útil prevista da Back Up Dam (Anos),Situação operacional da Back Up Dam,Teor (%) do minério principal inserido no rejeito
533,BARRAGEM DO VIGIA,CSN MINERACAO S.A.,08902291000115,MG,OURO PRETO,-20.437981944444445,-43.83400972222223,Sul do Equador,Baixa,Alta,Sim,Sim,Nível de Alerta,1º Campanha 2024 - Atestado,1º Campanha 2023 - Não Atestado,Barragem/Barramento/Dique,Não,0.0,0.0,0,87.0,10.0,1,40.0
534,Água Fria ,Topazio Imperial Mineração Comercio e Industria Ltda,16857294000102,MG,OURO PRETO,-20.447408333333332,-43.64382222222222,Sul do Equador,Alta,Alta,Sim,Sim,Emergência Nivel 1,1º Campanha 2024 - Atestado,1º Campanha 2023 - Não Atestado,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,45.0
535,Barragem de Contenção de Sedimentos do Josino,FERRO + MINERACAO S.A.,21256870000104,MG,OURO PRETO,-20.425600000000003,-43.864691666666666,Sul do Equador,Baixa,Alta,Sim,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Indefinido,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,26.62
536,Forquilha II,VALE S.A.,33592510000154,MG,OURO PRETO,-20.408277777777776,-43.85180555555556,Sul do Equador,Alta,Alta,Sim,Sim,Emergência Nivel 2,1º Campanha 2024 - Não Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Sim,0.0,1.0,2,87.0,10.0,1,45.0
537,Dique de Pedra,VALE S.A.,33592510000154,MG,OURO PRETO,-20.402205555555554,-43.85186388888889,Sul do Equador,Alta,Média,Não,Sim,Emergência Nivel 1,1º Campanha 2024 - Atestado,1º Campanha 2023 - Indefinido,Barragem/Barramento/Dique,Não,0.0,0.0,0,87.0,10.0,1,45.0
538,Forquilha I,VALE S.A.,33592510000154,MG,OURO PRETO,-20.406055555555554,-43.85572222222223,Sul do Equador,Alta,Alta,Sim,Sim,Emergência Nivel 2,1º Campanha 2024 - Não Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Não,0.0,0.0,2,87.0,10.0,1,36.0
539,Forquilha IV,VALE S.A.,33592510000154,MG,OURO PRETO,-20.394777777777776,-43.85155555555556,Sul do Equador,Baixa,Alta,Sim,Sim,Nível de Alerta,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Não,0.0,0.0,2,0.0,0.0,0,0.0
540,Grupo,VALE S.A.,33592510000154,MG,OURO PRETO,-20.414777777777775,-43.86513888888889,Sul do Equador,Alta,Alta,Sim,Sim,Emergência Nivel 2,1º Campanha 2024 - Não Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Não,0.0,0.0,2,0.0,0.0,0,35.27
541,Forquilha III,VALE S.A.,33592510000154,MG,OURO PRETO,-20.410916666666665,-43.83661111111111,Sul do Equador,Alta,Alta,Sim,Sim,Emergência Nivel 3,1º Campanha 2024 - Não Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Sim,0.0,3.0,2,0.0,0.0,0,1.0
542,Bacia de clarificação depósito de estéril Ambrosia sul ,NEXA RECURSOS MINERAIS S.A.,42416651000107,MG,PARACATU,-17.15729083333333,-46.757905,Sul do Equador,Baixa,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3,87.0,10.0,1,45.0
543,Barragem Eustáquio,KINROSS BRASIL MINERACAO S/A,20346524000146,MG,PARACATU,-17.146166666666666,-46.902166666666666,Sul do Equador,Baixa,Alta,Sim,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Sim,0.0,2.0,0,0.0,0.0,0,50.2
544,Barragem 1,NEXA RECURSOS MINERAIS S.A.,42416651000107,MG,PARACATU,-17.496333333333336,-46.81883333333334,Sul do Equador,Baixa,Alta,Sim,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,6.17
545,Barragem 3,NEXA RECURSOS MINERAIS S.A.,42416651000107,MG,PARACATU,-17.513333333333332,-46.82833333333333,Sul do Equador,Baixa,Alta,Sim,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,96.7
546,Barragem 2,NEXA RECURSOS MINERAIS S.A.,42416651000107,MG,PARACATU,-17.510666666666665,-46.82833333333333,Sul do Equador,Baixa,Alta,Sim,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,16.6
547,Barragem Santo Antônio,KINROSS BRASIL MINERACAO S/A,20346524000146,MG,PARACATU,-17.146333333333335,-46.85633333333333,Sul do Equador,Baixa,Alta,Sim,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,16.6
548,Tanque Específico IX-B,KINROSS BRASIL MINERACAO S/A,20346524000146,MG,PARACATU,-17.174166666666668,-46.87916666666667,Sul do Equador,Baixa,Média,Sim,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,6.17
549,Tanque Específico X,KINROSS BRASIL MINERACAO S/A,20346524000146,MG,PARACATU,-17.1755,-46.88783333333333,Sul do Equador,Baixa,Média,Sim,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,0.05
550,Tanque Específico XI,KINROSS BRASIL MINERACAO S/A,20346524000146,MG,PARACATU,-17.172333333333334,-46.88333333333333,Sul do Equador,Baixa,Média,Sim,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,0.0
551,Tanque Específico XII,KINROSS BRASIL MINERACAO S/A,20346524000146,MG,PARACATU,-17.182333333333336,-46.898833333333336,Sul do Equador,Baixa,Alta,Sim,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,6.17
552,Barragem A,MOSAIC FERTILIZANTES P&K LTDA.,33931486001455,MG,PATOS DE MINAS,-18.37902777777778,-46.92647222222222,Sul do Equador,Baixa,Alta,Sim,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,6.17
553,Barragem C,MOSAIC FERTILIZANTES P&K LTDA.,33931486001455,MG,PATOS DE MINAS,-18.379805555555556,-46.93283333333333,Sul do Equador,Baixa,Alta,Sim,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,2.3
554,Barragem B,MOSAIC FERTILIZANTES P&K LTDA.,33931486001455,MG,PATOS DE MINAS,-18.38088888888889,-46.92719444444444,Sul do Equador,Alta,Alta,Sim,Sim,Emergência Nivel 1,1º Campanha 2024 - Não Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,16.0
555,Pond - PDE Sul,MOSAIC FERTILIZANTES P&K LTDA.,33931486001455,MG,PATROCÍNIO,-18.98670888888889,-46.79969972222222,Sul do Equador,Baixa,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,0.0
556,Marçu,NACIONAL DE GRAFITE LTDA,21228861000100,MG,PEDRA AZUL,-15.888833333333332,-41.06022222222222,Sul do Equador,Baixa,Média,Não,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,16.0
557,Rancho Casca,NACIONAL DE GRAFITE LTDA,21228861000100,MG,PEDRA AZUL,-15.918861111111111,-41.03905555555556,Sul do Equador,Baixa,Alta,Sim,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,0.0
558,Dique de Contenção Pilha de Estéril MMR,CSN CIMENTOS BRASIL S.A. Filial: CSN CIMENTOS BRASIL S.A.,60869336008444,MG,PRADOS,-21.191055555555558,-43.99125,Sul do Equador,Média,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,1.5
559,Barragem MRDM,MINERACAO RIACHO DOS MACHADOS LTDA.,08832667000162,MG,RIACHO DOS MACHADOS,-16.0546,-43.11406388888889,Sul do Equador,Baixa,Alta,Sim,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Sim,0.0,3.0,0,0.0,0.0,0,1.5
560,Barragem II Mina Engenho,Massa Falida de Mundo Mineração Ltda.,07950015000160,MG,RIO ACIMA,-20.062805555555556,-43.79472222222222,Sul do Equador,Alta,Alta,Sim,Sim,Emergência Nivel 1,1º Campanha 2024 - Não Enviado,1º Campanha 2023 - Não Enviado,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,0.0
561,Barragem Mina Engenho,Massa Falida de Mundo Mineração Ltda.,07950015000160,MG,RIO ACIMA,-20.061694444444445,-43.794694444444445,Sul do Equador,Alta,Alta,Sim,Sim,Emergência Nivel 1,1º Campanha 2024 - Não Enviado,1º Campanha 2023 - Não Enviado,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,0.22
562,BARRAGEM B2,MINERIOS NACIONAL S.A.,09294881000175,MG,RIO ACIMA,-20.161011944444443,-43.84780583333333,Sul do Equador,Baixa,Alta,Sim,Sim,Nível de Alerta,1º Campanha 2024 - Atestado,1º Campanha 2023 - Não Atestado,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,42.0
563,BARRAGEM B2 AUXILIAR,MINERIOS NACIONAL S.A.,09294881000175,MG,RIO ACIMA,-20.16338888888889,-43.85100277777778,Sul do Equador,Alta,Alta,Sim,Sim,Emergência Nivel 1,1º Campanha 2024 - Atestado,1º Campanha 2023 - Não Atestado,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,99.99
564,BARRAGEM ECOLÓGICA 1,MINERIOS NACIONAL S.A.,09294881000175,MG,RIO ACIMA,-20.158840833333333,-43.84299583333333,Sul do Equador,Baixa,Média,Não,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,42.0
565,Diogo,VALE S.A.,33592510000154,MG,RIO PIRACICABA,-19.929942222222223,-43.196193888888885,Sul do Equador,Baixa,Alta,Sim,Sim,Sem emergência,Revisão Periódica - Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,0.0
566,Elefante,VALE S.A.,33592510000154,MG,RIO PIRACICABA,-19.932458611111112,-43.20921333333334,Sul do Equador,Baixa,Média,Não,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Indefinido,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,99.99
567,ED Vale das Cobras,VALE S.A.,33592510000154,MG,RIO PIRACICABA,-19.92690277777778,-43.21273333333334,Sul do Equador,Baixa,Alta,Sim,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Empilhamento drenado construído hidraulicamente e suscetível à liquefação,Não,0.0,0.0,4,0.0,0.0,0,0.0
568,Barragem do Fundão,AVG EMPREENDIMENTOS MINERARIOS S.A.,16565897000130,MG,SABARÁ,-19.821413888888888,-43.71707777777778,Sul do Equador,Média,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,72.48
569,Barragem dos Coqueiros,AVG EMPREENDIMENTOS MINERARIOS S.A.,16565897000130,MG,SABARÁ,-19.815466666666666,-43.71013611111111,Sul do Equador,Média,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,19.52
570,Sump da Pilha 1,AVG EMPREENDIMENTOS MINERARIOS S.A.,16565897000130,MG,SABARÁ,-19.818805555555556,-43.71078888888889,Sul do Equador,Média,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,0.16
571,Galego,VALE S.A.,33592510000154,MG,SABARÁ,-19.857194444444445,-43.80452777777778,Sul do Equador,Baixa,Alta,Sim,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,0.0
572,CONTENÇÃO DE REJEITOS DE CUIABÁ,ANGLOGOLD ASHANTI CORREGO DO SITIO MINERACAO S.A.,18565382000166,MG,SABARÁ,-19.865781944444446,-43.727559722222225,Sul do Equador,Baixa,Alta,Sim,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,0.0
573,Pilha 02,AVG EMPREENDIMENTOS MINERARIOS S.A.,16565897000130,MG,SABARÁ,-19.818766666666665,-43.69519722222222,Sul do Equador,Média,Baixa,Não,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Empilhamento drenado construído hidraulicamente e suscetível à liquefação,Não,0.0,0.0,4,0.0,0.0,0,0.0
574,Califórnia,NACIONAL DE GRAFITE LTDA,21228861000100,MG,SALTO DA DIVISA,-16.207638888888887,-39.94694444444444,Sul do Equador,Baixa,Alta,Sim,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,40.0
575,Pocilga,VALE S.A.,33592510000154,MG,SANTA BÁRBARA,-20.185083333333335,-43.60575,Sul do Equador,Baixa,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,30.0
576,Sistema de Contenção de Sedimentos Pinta Bem,ANGLOGOLD ASHANTI CORREGO DO SITIO MINERACAO S.A.,18565382000166,MG,SANTA BÁRBARA,-19.966949999999997,-43.47503888888889,Sul do Equador,Média,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,0.0
577,Dique de Contenção de Sedimentos Crista,ANGLOGOLD ASHANTI CORREGO DO SITIO MINERACAO S.A.,18565382000166,MG,SANTA BÁRBARA,-20.006616666666666,-43.506766666666664,Sul do Equador,Baixa,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,2.0
578,Principal,VALE S.A.,33592510000154,MG,SANTA BÁRBARA,-20.1735,-43.61530555555556,Sul do Equador,Baixa,Alta,Sim,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,0.0
579,CONTENÇÃO DE FINOS DE CDS I,ANGLOGOLD ASHANTI CORREGO DO SITIO MINERACAO S.A.,18565382000166,MG,SANTA BÁRBARA,-20.019166666666667,-43.49283333333334,Sul do Equador,Baixa,Alta,Sim,Sim,Nível de Alerta,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,0.0
580,Porteirinha,VALE S.A.,33592510000154,MG,SANTA BÁRBARA,-19.959216666666666,-43.23888888888889,Sul do Equador,Baixa,Alta,Sim,Sim,Nível de Alerta,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,0.0
581,Monjolo,VALE S.A.,33592510000154,MG,SANTA BÁRBARA,-19.963639722222222,-43.2378675,Sul do Equador,Baixa,Alta,Sim,Sim,Nível de Alerta,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,0.0
582,ED Monjolo,VALE S.A.,33592510000154,MG,SANTA BÁRBARA,-19.948166666666665,-43.22203888888889,Sul do Equador,Baixa,Alta,Sim,Sim,Nível de Alerta,1º Campanha 2024 - Atestado,1º Campanha 2023 - Não Atestado,Empilhamento drenado construído hidraulicamente e suscetível à liquefação,Não,0.0,0.0,4,0.0,0.0,0,0.0
583,EB-2,ANGLO AMERICAN MINERIO DE FERRO BRASIL S/A,02359572000430,MG,SANTO ANTÔNIO DO GRAMA,-20.344805555555553,-42.56188888888889,Sul do Equador,Baixa,Alta,Sim,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,72.48
584,TQ-1,SAINT-GOBAIN DO BRASIL PRODUTOS INDUSTRIAIS E PARA CONSTRUCAO LTDA,61064838000133,MG,SÃO GONÇALO DO RIO ABAIXO,-19.891527777777778,-43.28552777777777,Sul do Equador,Baixa,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,0.0
585,TQ-2,SAINT-GOBAIN DO BRASIL PRODUTOS INDUSTRIAIS E PARA CONSTRUCAO LTDA,61064838000133,MG,SÃO GONÇALO DO RIO ABAIXO,-19.89211111111111,-43.28472222222222,Sul do Equador,Baixa,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,0.0
586,B3,VALE S.A.,33592510000154,MG,SÃO GONÇALO DO RIO ABAIXO,-19.87864972222222,-43.37824722222222,Sul do Equador,Baixa,Alta,Sim,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,0.0
587,Dicão,VALE S.A.,33592510000154,MG,SÃO GONÇALO DO RIO ABAIXO,-19.87477861111111,-43.37972833333333,Sul do Equador,Baixa,Alta,Sim,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,0.0
588,PDE 3,VALE S.A.,33592510000154,MG,SÃO GONÇALO DO RIO ABAIXO,-19.864143611111114,-43.355869444444444,Sul do Equador,Baixa,Média,Não,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Indefinido,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,2.0
589,Sul (Córrego do Canal),VALE S.A.,33592510000154,MG,SÃO GONÇALO DO RIO ABAIXO,-19.883975,-43.38568,Sul do Equador,Baixa,Alta,Sim,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,0.0
590,Volta Grande 3,AMG BRASIL S.A.,11224676000185,MG,SÃO TIAGO,-21.072666666666667,-44.588483333333336,Sul do Equador,Baixa,Média,Não,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,0.0
591,Agua Limpa,Granha Ligas Ltda,05833746000108,MG,SÃO TIAGO,-21.08393611111111,-44.57685166666667,Sul do Equador,Baixa,Média,Não,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Indefinido,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,2.0
592,Dique B2,ITAMINAS COMERCIO DE MINERIOS SA,18752824000183,MG,SARZEDO,-20.08026111111111,-44.11294166666667,Sul do Equador,Baixa,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,20.01
593,Dique PDE 1,ITAMINAS COMERCIO DE MINERIOS SA,18752824000183,MG,SARZEDO,-20.090052777777778,-44.11182222222222,Sul do Equador,Média,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,0.01
594,B4,ITAMINAS COMERCIO DE MINERIOS SA,18752824000183,MG,SARZEDO,-20.0899,-44.10048888888889,Sul do Equador,Baixa,Alta,Sim,Sim,Nível de Alerta,1º Campanha 2024 - Atestado,1º Campanha 2023 - Não Atestado,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,0.0
595,D-2,Mineração Pedra Menina Ltda,05059907000140,MG,SENADOR MODESTINO GONÇALVES,-17.96846111111111,-43.169777777777774,Sul do Equador,Baixa,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,35.0
596,D-1,Mineração Pedra Menina Ltda,05059907000140,MG,SENADOR MODESTINO GONÇALVES,-17.968313888888886,-43.169013888888884,Sul do Equador,Baixa,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,0.0
597,D-3,Mineração Pedra Menina Ltda,05059907000140,MG,SENADOR MODESTINO GONÇALVES,-17.96865833333333,-43.16974444444444,Sul do Equador,Baixa,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,0.0
598,BARRAGEM DO SABÃO I,SALITRE FERTILIZANTES LTDA.,43066666000155,MG,SERRA DO SALITRE,-19.047833333333337,-46.724000000000004,Sul do Equador,Baixa,Alta,Sim,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,50.0
599,Barragem BA-3,MOSAIC FERTILIZANTES P&K LTDA.,33931486001455,MG,TAPIRA,-19.823305555555557,-46.86830555555556,Sul do Equador,Baixa,Baixa,Não,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,100.0
600,Barragem BD-5,MOSAIC FERTILIZANTES P&K LTDA.,33931486001455,MG,TAPIRA,-19.82102777777778,-46.84180555555556,Sul do Equador,Baixa,Alta,Sim,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,20.0
601,Barragem BL-1,MOSAIC FERTILIZANTES P&K LTDA.,33931486001455,MG,TAPIRA,-19.84247222222222,-46.86425,Sul do Equador,Baixa,Alta,Sim,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,1.0
602,Barragem BRI,MOSAIC FERTILIZANTES P&K LTDA.,33931486001455,MG,TAPIRA,-19.788861111111114,-46.87888888888889,Sul do Equador,Baixa,Alta,Sim,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,0.0
603,Barragem BR,MOSAIC FERTILIZANTES P&K LTDA.,33931486001455,MG,TAPIRA,-19.8385,-46.83277777777778,Sul do Equador,Baixa,Alta,Sim,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,0.0
604,Barragem BD-2,MOSAIC FERTILIZANTES P&K LTDA.,33931486001455,MG,TAPIRA,-19.837249999999997,-46.837361111111115,Sul do Equador,Baixa,Alta,Sim,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,3.0
605,BACIA DE DECANTAÇÃO  DIQUE DE ENROCAMENTO PDE6 - FASE 1,MOSAIC FERTILIZANTES P&K LTDA.,33931486001455,MG,TAPIRA,-19.873994444444445,-46.80303055555555,Sul do Equador,Média,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,0.0
606,BARRAGEM USINA BENEFICIAMENTO ESPONGILITO - IVA,MAGNESITA MINERACAO S.A.,00592603000120,MG,UBERABA,-19.410908055555556,-47.957124444444446,Sul do Equador,Média,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,5.0
607,BARRAGEM USINA BENEFICIAMENTO ESPONGILITO - IVB,MAGNESITA MINERACAO S.A.,00592603000120,MG,UBERABA,-19.41135361111111,-47.957726944444445,Sul do Equador,Média,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,0.0
608,BARRAGEM  USINA BENEFICIAMENTO L7 - IIB,MAGNESITA MINERACAO S.A.,00592603000120,MG,UBERABA,-19.410823055555554,-47.95583777777778,Sul do Equador,Média,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,12.0
609,BARRAGEM USINA BENEFICIAMENTO L7 - IIA,MAGNESITA MINERACAO S.A.,00592603000120,MG,UBERABA,-19.41016111111111,-47.95496305555556,Sul do Equador,Média,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,12.0
610,BARRAGEM USINA BENEFICIAMENTO L8 - IIIA,MAGNESITA MINERACAO S.A.,00592603000120,MG,UBERABA,-19.411454166666665,-47.956608611111115,Sul do Equador,Média,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,5.0
611,BARRAGEM USINA BENEFICIAMENTO L8 - IIIB,MAGNESITA MINERACAO S.A.,00592603000120,MG,UBERABA,-19.40947222222222,-47.95568333333333,Sul do Equador,Média,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,8.0
612,BACIA USINA DE BENEFICIAMENTO - IA,MAGNESITA MINERACAO S.A.,00592603000120,MG,UBERABA,-19.409470277777775,-47.953901111111115,Sul do Equador,Baixa,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,12.0
613,BACIA USINA DE BENEFICIAMENTO - IB,MAGNESITA MINERACAO S.A.,00592603000120,MG,UBERABA,-19.40967472222222,-47.954255833333335,Sul do Equador,Baixa,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,12.0
614,BACIA DE RECIRCULAÇÃO - RI,MAGNESITA MINERACAO S.A.,00592603000120,MG,UBERABA,-19.40951944444444,-47.95547944444445,Sul do Equador,Baixa,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,12.0
